SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT
CP028197_1,299576,300850,-,tet(A),1-1275/1275,===============,0/0,100,100,card,AF534183.1:2970-4245,TetA is a tetracycline efflux pump found in many species of Gram-negative bacteria.
CP028197_1,302111,302947,-,APH(6)-Id,1-837/837,===============,0/0,100,99.88,card,AF024602.1:3155-3992,APH(6)-Id is an aminoglycoside phosphotransferase encoded by plasmids integrative conjugative elements and chromosomal genomic islands in K. pneumoniae Salmonella spp. E. coli Shigella flexneri Providencia alcalifaciens Pseudomonas spp. V. cholerae Edwardsiella tarda Pasteurella multocida and Aeromonas bestiarum.
CP028197_1,302947,303750,-,APH(3'')-Ib,1-804/804,===============,0/0,100,99.75,card,AF313472.2:15593-16397,APH(3'')-Ib is an aminoglycoside phosphotransferase encoded by plasmids transposons integrative conjugative elements and chromosomes in Enterobacteriaceae and Pseudomonas spp.
CP028197_1,303811,304626,-,sul2,1-816/816,===============,0/0,100,100,card,AY055428.1:21084-20268,Sul2 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria usually found on small plasmids.
CP028197_1,427196,427777,+,AAC(6')-IIc,1-582/582,===============,0/0,100,100,card,AF162771.1:61-643,AAC(6')-IIc is an aminoglycoside acetyltransferase encoded by plasmids and integrons in E. cloacae.
CP028197_1,429862,430671,+,AAC(3)-IIg,1-810/810,===============,0/0,100,100,card,MT090547.1:0-810,AAC(3)-IIg is part of the AAC(3) family. It was initially found in clinical isolates of Enterobacter cloacae.
CP028197_1,432074,433133,+,EreA2,167-1227/1227,.=======/======,2/3,86.31,99.44,card,AF099140.1:136-1363,EreA2 is an integron-encoded erythromycin esterase that hydrolyses the drug's lactone ring. EreA2 is found in Providencia stuartii.
CP028197_1,433316,433663,+,qacEdelta1,1-348/348,===============,0/0,100,100,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
CP028197_1,433657,434496,+,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
CP028197_1,437569,438405,-,APH(6)-Id,1-837/837,===============,0/0,100,99.88,card,AF024602.1:3155-3992,APH(6)-Id is an aminoglycoside phosphotransferase encoded by plasmids integrative conjugative elements and chromosomal genomic islands in K. pneumoniae Salmonella spp. E. coli Shigella flexneri Providencia alcalifaciens Pseudomonas spp. V. cholerae Edwardsiella tarda Pasteurella multocida and Aeromonas bestiarum.
CP028197_1,438405,439208,-,APH(3'')-Ib,1-804/804,===============,0/0,100,99.88,card,AF313472.2:15593-16397,APH(3'')-Ib is an aminoglycoside phosphotransferase encoded by plasmids transposons integrative conjugative elements and chromosomes in Enterobacteriaceae and Pseudomonas spp.
CP028197_1,440982,441550,-,dfrA19,1-570/570,========/======,1/1,99.82,99.65,card,AJ310778.1:7003-7573,dfrA19 is an integron-encoded dihydrofolate reductase found in Klebsiella pneumoniae.
CP028975_1,8018,8662,-,QnrB4,1-645/645,===============,0/0,100,100,card,DQ303921.2:3-648,QnrB4 is a plasmid-mediated quinolone resistance protein found in Escherichia coli.
CP028975_1,12786,13925,-,DHA-1,1-1140/1140,===============,0/0,100,100,card,Y16410.1:986-2126,DHA-1 is a class C beta-lactamase found in Morganella morganii and Salmonella enterica.
CP028975_1,15502,16341,+,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
CP028975_1,26538,27425,-,SFO-1,1-888/888,===============,0/0,100,100,card,NG_049982.1:100-988,SFO-1 is a SFO beta-lactamase.
CP028975_1,40795,42033,-,Mrx,1-1239/1239,===============,0/0,100,100,card,AY522923.1:8983-7744,Mrx is part of the macrolide inactivation gene cluster in Aeromonas hydrophila.
CP028975_1,42030,42935,-,mphA,1-906/906,===============,0/0,100,100,card,D16251.1:2531-1625,The mphA gene encodes for resistance enzyme MPH(2')-I which preferentially inactivate 14-membered macrolides (e.g.erythromycin telithromycin roxithromycin) over 16-membered macrolides (e.g.tylosin spiramycin). It phosphorylates macrolides at 2'-OH hydroxyl of desosamine sugar of macrolides in a GTP-dependent manner.
CP028975_1,44465,45304,-,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
CP028975_1,45298,45645,-,qacEdelta1,1-348/348,===============,0/0,100,100,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
CP028975_1,45809,46588,-,aadA2,1-780/780,===============,0/0,100,99.87,card,AF156486.1:5012-5792,aadA2 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in K. pneumoniae Salmonella spp. Corynebacterium glutamicum C. freundii and Aeromonas spp.
CP028975_1,47008,47505,-,dfrA12,1-498/498,===============,0/0,100,100,card,GU585907.1:22103-21605,dfrA12 is an integron-encoded dihydrofolate reductase found in Vibrio cholerae.
CP028975_1,50075,50935,+,AAC(3)-IId,1-861/861,===============,0/0,100,99.88,card,EU022314.1:0-861,AAC(3)-IId is a plasmid-encoded aminoglycoside acetyltransferase in E. coli.
CP028975_1,55907,56767,+,TEM-1,1-861/861,===============,0/0,100,99.88,card,AL513383.1:161910-162771,TEM-1 is a broad-spectrum beta-lactamase found in many Gram-negative bacteria. Confers resistance to penicillins and first generation cephalosphorins.
CP028975_1,65766,66335,+,dfrA19,1-570/570,===============,0/0,100,99.83,card,AJ310778.1:7003-7573,dfrA19 is an integron-encoded dihydrofolate reductase found in Klebsiella pneumoniae.
CP028975_1,68109,68912,+,APH(3'')-Ib,1-804/804,===============,0/0,100,99.88,card,AF313472.2:15593-16397,APH(3'')-Ib is an aminoglycoside phosphotransferase encoded by plasmids transposons integrative conjugative elements and chromosomes in Enterobacteriaceae and Pseudomonas spp.
CP028975_1,68912,69748,+,APH(6)-Id,1-837/837,===============,0/0,100,99.88,card,AF024602.1:3155-3992,APH(6)-Id is an aminoglycoside phosphotransferase encoded by plasmids integrative conjugative elements and chromosomal genomic islands in K. pneumoniae Salmonella spp. E. coli Shigella flexneri Providencia alcalifaciens Pseudomonas spp. V. cholerae Edwardsiella tarda Pasteurella multocida and Aeromonas bestiarum.
CP028975_1,78578,80197,-,MCR-9.1,1-1620/1620,===============,0/0,100,100,card,NC_021819.1:16013-17633,A mobilized and plasmid-mediated colistin resistance gene and phosphoethanolamine transferase identified from a Salmonella enterica isolate.
CP028975_1,106295,107108,-,APH(3')-Ia,1-814/816,===============,0/0,99.75,99.51,card,BX664015.1:103833-103017,APH(3')-Ia is a transposon-encoded aminoglycoside phosphotransferase in E. coli and S. enterica. It is identical at the protein sequence to APH(3')-Ic an aminoglycoside phosphotransferase encoded by plasmids transposons and genomic islands in K. pneumoniae A. baumannii S. marcescens Corynebacterium spp. Photobacterium spp. and Citrobacter spp.
CP028975_1,173801,174985,-,tet(D),1-1185/1185,===============,0/0,100,100,card,AF467077.1:163-1348,TetD is a tetracycline efflux pump found exclusively in Gram-negative bacteria.
CP028975_1,176597,177238,-,catII_from_Escherichia_coli_K-12,1-642/642,===============,0/0,100,96.11,card,X53796.1:186-828,catII is a chloramphenicol acetyltransferase. This particular catII is found in E.coli K-12. Confers resistance to chloramphenicol.
CP028975_1,332723,333304,+,AAC(6')-IIc,1-582/582,===============,0/0,100,100,card,AF162771.1:61-643,AAC(6')-IIc is an aminoglycoside acetyltransferase encoded by plasmids and integrons in E. cloacae.
CP028975_1,335389,336198,+,AAC(3)-IIg,1-810/810,===============,0/0,100,100,card,MT090547.1:0-810,AAC(3)-IIg is part of the AAC(3) family. It was initially found in clinical isolates of Enterobacter cloacae.
CP028975_1,337601,338660,+,EreA2,167-1227/1227,.=======/======,2/3,86.31,99.44,card,AF099140.1:136-1363,EreA2 is an integron-encoded erythromycin esterase that hydrolyses the drug's lactone ring. EreA2 is found in Providencia stuartii.
CP028975_1,338843,339190,+,qacEdelta1,1-348/348,===============,0/0,100,100,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
CP028975_1,339184,340023,+,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
CP029142_1,45449,46288,-,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
CP029142_1,46282,46629,-,qacEdelta1,1-348/348,===============,0/0,100,100,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
CP029142_1,46793,47584,-,aadA,1-792/792,===============,0/0,100,100,card,AF550679.1:81768-80976,ANT(3'')-Ia is an aminoglycoside nucleotidyltransferase gene encoded by plasmids transposons integrons in Enterobacteriaceae A. baumannii P. aeruginosa and Vibrio cholerae.
CP029142_1,48628,49092,-,AAC(3)-Ia,1-465/465,===============,0/0,100,98.92,card,U12338.3:5055-5520,AAC(3)-Ia is an aminoglycoside acetyltransferase encoded by plasmids transposons integrons in S. marcescens E. coli Acinetobacter baumannii Klebsiella pneumoniae Klebsiella oxytoca P. aeruginosa Salmonella typhimurium and Proteus mirabilis.
CP029142_1,49168,49953,-,AAC(6')-Ib7,1-786/786,===============,0/0,100,100,card,KR091911.1:75350-74564,AAC(6')-Ib7 is a plasmid-encoded aminoglycoside acetyltransferase in E. cloacae and C. freundii.
CP029142_1,52572,53363,-,aadA,1-792/792,===============,0/0,100,99.75,card,AF550679.1:81768-80976,ANT(3'')-Ia is an aminoglycoside nucleotidyltransferase gene encoded by plasmids transposons integrons in Enterobacteriaceae A. baumannii P. aeruginosa and Vibrio cholerae.
CP029142_1,53456,53929,-,dfrA1,1-474/474,===============,0/0,100,100,card,KJ541681.1:19526-20000,dfrA1 is an integron-encoded dihydrofolate reductase.
CP029142_1,61669,62529,+,SHV-5,1-861/861,===============,0/0,100,100,card,X55640.1:111-972,SHV-5 is an extended-spectrum beta-lactamase found in Acinetobacter baumannii Enterobacter cloacae E. coli Klebsiella pneumoniae Pseudomonas aeruginosa and Salmonella enterica.
CP031372_2,202774,203546,+,armA,1-774/774,========/======,1/1,99.87,99.87,card,GU437214.1:0-774,ArmA is a 16S rRNA methyltransferase that targets mature or nearly mature 30S subunits. It transfers a methyl group from S-adenosyl-L-methionine to N7-G1405 of the 16S rRNA an aminoglycoside binding site.
CP031372_2,205845,207320,+,msrE,1-1476/1476,===============,0/0,100,100,card,EU294228.1:21241-22717,MsrE is an ABC-F subfamily protein expressed to Klebsiella pneumoniae that confers resistance to erythromycin and streptogramin B antibiotics. It is associated with plasmid DNA. It is also 100% identical to ABC-F type ribosomal protection protein Msr(E) which is in multiple species.
CP031372_2,207376,208260,+,mphE,1-885/885,===============,0/0,100,100,card,DQ839391.1:13757-12872,mphE is a macrolide phosphotransferase and resistance gene identified on a plasmid pRSB105.
CP034054_1,13231,14091,-,AAC(3)-IIe,1-861/861,===============,0/0,100,99.53,card,EU022315.1:0-861,AAC(3)-IIe is a plasmid-encoded aminoglycoside acetyltransferase in E. coli.
CP034054_1,14233,15093,-,TEM-1,1-861/861,===============,0/0,100,99.88,card,AL513383.1:161910-162771,TEM-1 is a broad-spectrum beta-lactamase found in many Gram-negative bacteria. Confers resistance to penicillins and first generation cephalosphorins.
CP038659_1,55919,56779,-,TEM-150,1-861/861,===============,0/0,100,99.88,card,AM183304.1:208-1069,TEM-150 is a beta-lactamase found in Enterobacter spp. E. coli and Klebsiella pneumoniae.
CP038659_1,57479,58303,-,OXA-9,1-825/825,===============,0/0,100,100,card,M55547.1:0-825,OXA-9 is a beta-lactamase found in Klebsiella pneumoniae.
CP038659_1,58363,59151,-,aadA,1-792/792,========/======,1/3,99.62,99.37,card,AF550679.1:81768-80976,ANT(3'')-Ia is an aminoglycoside nucleotidyltransferase gene encoded by plasmids transposons integrons in Enterobacteriaceae A. baumannii P. aeruginosa and Vibrio cholerae.
CP038659_1,59221,59807,-,AAC(6')-Ib10,26-612/612,===============,0/0,95.92,99.66,card,U59183.1:247-859,AAC(6')-Ib10 is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa.
CP038659_1,78066,78926,+,SHV-12,1-861/861,===============,0/0,100,100,card,KF976405.1:7837-8698,SHV-12 is an extended-spectrum beta-lactamase found in Acinetobacter baumannii.
CP038659_1,84745,85404,+,catA1,1-660/660,===============,0/0,100,99.55,card,V00622.1:243-903,catA1 (formerly in CARD as catI) is a chromosome and transposon-encoded variant of the cat gene found in Escherichia coli and Acinetobacter baumannii.
CP038659_1,87291,87764,+,dfrA16,1-474/474,===============,0/0,100,100,card,AF174129.3:1351-1825,dfrA16 is an integron-encoded dihydrofolate reductase found in Salmonella enterica.
CP038659_1,87881,88660,+,aadA2,1-780/780,===============,0/0,100,100,card,AF156486.1:5012-5792,aadA2 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in K. pneumoniae Salmonella spp. Corynebacterium glutamicum C. freundii and Aeromonas spp.
CP038659_1,88824,89171,+,qacEdelta1,1-348/348,===============,0/0,100,100,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
CP038659_1,89165,90004,+,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
CP038659_1,92277,93152,+,CTX-M-9,1-876/876,===============,0/0,100,100,card,AF174129.1:6335-7211,CTX-M-9 is a beta-lactamase found in the Enterobacteriaceae family.
CP038659_1,97154,98771,-,MCR-9.1,1-1618/1620,===============,0/0,99.88,100,card,NC_021819.1:16013-17633,A mobilized and plasmid-mediated colistin resistance gene and phosphoethanolamine transferase identified from a Salmonella enterica isolate.
CP038659_1,315357,316157,+,VIM-1,1-801/801,===============,0/0,100,100,card,AF317511.1:187-988,VIM-1 is a beta-lactamase found in Pseudomonas spp.
CP038659_1,316240,316819,+,AAC(6')-Ib10,33-612/612,===============,0/0,94.77,99.66,card,U59183.1:247-859,AAC(6')-Ib10 is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa.
CP038659_1,316889,317680,+,aadA,1-792/792,===============,0/0,100,99.75,card,AF550679.1:81768-80976,ANT(3'')-Ia is an aminoglycoside nucleotidyltransferase gene encoded by plasmids transposons integrons in Enterobacteriaceae A. baumannii P. aeruginosa and Vibrio cholerae.
CP038659_1,317804,318151,+,qacEdelta1,1-348/348,===============,0/0,100,100,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
CP038659_1,318145,318984,+,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
